Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
24.323876950,0,1,0,0,0,0,0,1
24.323877300,0,1,0,0,0,1,1,0
24.323878150,0,1,0,0,1,1,1,0
24.323883050,1,0,0,0,1,0,0,0
24.690070450,1,0,0,0,1,1,0,0
24.690070500,1,0,0,0,0,1,0,0
24.691014100,1,0,0,0,1,0,1,0
24.691015750,1,0,0,0,0,0,0,1
24.691039000,1,0,0,0,1,1,0,0
24.823856150,0,1,0,0,1,0,0,1
24.823882350,0,1,0,0,0,0,1,0
24.823882550,0,1,0,0,0,0,1,1
24.823882600,0,1,0,0,0,0,0,1
24.823882900,0,1,0,0,0,1,1,0
24.823883750,0,1,0,0,1,1,1,0
24.823888450,1,0,0,0,1,0,0,0
25.282494600,1,0,0,0,1,0,0,1
25.323864350,0,1,0,0,1,0,0,1
25.323891650,0,1,0,0,0,0,1,0
25.323891800,0,1,0,0,0,0,0,1
25.323892050,0,1,0,0,0,1,1,1
25.323892100,0,1,0,0,0,1,1,0
25.323892900,0,1,0,0,1,1,1,0
25.323897300,1,0,0,0,1,0,0,0
25.690080850,1,0,0,0,0,1,0,0
25.691026400,1,0,0,0,1,0,1,0
25.691028100,1,0,0,0,0,0,0,1
25.691051800,1,0,0,0,1,1,0,0
25.823872550,0,1,0,0,1,0,0,1
25.823899450,0,1,0,0,1,0,1,1
25.823899500,0,1,0,0,0,0,1,0
25.823899850,0,1,0,0,0,0,0,1
25.823900150,0,1,0,0,0,1,1,0
25.823901000,0,1,0,0,1,1,1,0
25.823905600,1,0,0,0,1,0,0,0
26.282503500,1,0,0,0,1,0,0,1
26.323879450,0,1,0,0,1,0,0,1
26.323905050,0,1,0,0,0,0,1,0
26.323905300,0,1,0,0,0,0,0,1
26.323905600,0,1,0,0,0,1,1,1
26.323905650,0,1,0,0,0,1,1,0
26.323906500,0,1,0,0,1,1,1,0
26.323911150,1,0,0,0,1,0,0,0
26.690072250,1,0,0,0,1,1,0,0
26.690072300,1,0,0,0,0,1,0,0
