Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
1.169986100,0,0,0,1,0,0,0,0,1,1
1.169994750,0,0,0,1,0,0,0,0,0,1
1.170055200,0,0,0,1,0,0,0,0,1,1
1.170063850,0,0,0,1,0,0,0,0,0,1
1.170072500,0,0,0,1,0,0,0,0,1,1
1.170081150,0,0,0,1,0,0,0,0,0,1
1.170081800,0,0,0,1,0,0,0,1,0,1
1.170082100,0,0,0,1,1,1,0,1,0,1
1.170082250,0,0,0,0,1,1,0,1,0,1
1.170082400,0,0,0,1,0,0,1,1,0,1
1.170158900,0,0,0,1,0,0,1,1,1,1
1.171663950,1,0,0,1,0,0,1,0,1,1
1.171664750,1,0,0,1,0,0,1,1,1,1
1.402503250,1,0,0,1,0,0,1,1,1,0
1.402511900,1,0,0,1,0,0,1,1,1,1
1.402520550,1,0,0,1,0,0,1,1,1,0
1.402581000,1,0,0,1,0,0,1,1,1,1
1.402589650,1,0,0,1,0,0,1,1,1,0
1.402598300,1,0,0,1,0,0,1,1,1,1
1.402606950,1,0,0,1,0,0,1,1,1,0
1.402612750,1,0,0,1,1,0,1,1,1,0
1.402612800,0,0,0,0,1,0,0,0,1,0
1.402624200,0,0,0,0,1,0,0,0,1,1
1.402632850,0,0,0,0,1,0,0,0,1,0
1.402667400,0,0,0,0,1,0,0,0,1,1
1.402676050,0,0,0,0,1,0,0,0,1,0
1.402693350,0,0,0,0,1,0,0,0,1,1
1.402702000,0,0,0,0,1,0,0,0,1,0
1.402753800,0,0,0,0,1,0,0,0,1,1
1.402762450,0,0,0,0,1,0,0,0,1,0
1.402771100,0,0,0,0,1,0,0,0,1,1
1.402788400,0,0,0,0,1,0,0,0,1,0
1.402797000,0,0,0,0,1,0,0,0,1,1
1.402814300,0,0,0,0,1,0,0,0,1,0
1.402831550,0,0,0,0,1,0,0,0,1,1
1.402848850,0,0,0,0,1,0,0,0,1,0
1.402857500,0,0,0,0,1,0,0,0,1,1
1.402866150,0,0,0,0,1,0,0,0,1,0
1.402926600,0,0,0,0,1,0,0,0,1,1
1.402935250,0,0,0,0,1,0,0,0,1,0
1.402943900,0,0,0,0,1,0,0,0,1,1
1.402961200,0,0,0,0,1,0,0,0,1,0
1.402969800,0,0,0,0,1,0,0,0,1,1
1.402995750,0,0,0,0,1,0,0,0,1,0
1.403004350,0,0,0,0,1,0,0,0,1,1
1.403021650,0,0,0,0,1,0,0,0,1,0
1.403030300,0,0,0,0,1,0,0,0,1,1
1.403038950,0,0,0,0,1,0,0,0,1,0
1.403047550,0,0,0,0,1,0,0,0,1,1
1.403082150,0,0,0,0,1,0,0,0,1,0
1.403090750,0,0,0,0,1,0,0,0,1,1
1.403108050,0,0,0,0,1,0,0,0,1,0
1.403116700,0,0,0,0,1,0,0,0,1,1
1.403125350,0,0,0,0,1,0,0,0,1,0
1.403142600,0,0,0,0,1,0,0,0,1,1
